title,link,date,summary
"In May, China’s bauxite imports from Guinea showed negative growth both YoY and MoM due to frequent disruptions in bauxite shipments from Guinea",https://news.metal.com/newscontent/102853086/In-May-China’s-bauxite-imports-from-Guinea-showed-negative-growth-both-YoY-and-MoM-due-to-frequent-disruptions-in-bauxite-shipments-from-Guinea,2024-07-16,"According to the General Administration of Customs of China, in May 2024, China imported 13.549 million mt of bauxite, down 4.84% MoM, up 4.63% YoY."
Price Forecast: Aluminum prices to move rangebound in July amid weak downstream demand and cautious macro sentiment,https://news.metal.com/newscontent/102853081/Price-Forecast:-Aluminum-prices-to-move-rangebound-in-July-amid-weak-downstream-demand-and-cautious-macro-sentiment,2024-07-16,"Macro: From June 12 to July 10, the macro front was relatively neutral. The Fed's interest rate cut expectations were still wavering, having little impact on market sentiment."
Market Review: Aluminum prices fell from highs in June due to sluggish market sentiment and weak demand,https://news.metal.com/newscontent/102853079/Market-Review:-Aluminum-prices-fell-from-highs-in-June-due-to-sluggish-market-sentiment-and-weak-demand,2024-07-16,"During this period (June 12-July 10), the most-traded SHFE aluminium contract went down, with the lowest point at 19,950 yuan/mt and the highest point at 21,030 yuan/mt."
"Due to declining operating rate of aluminum extrusion industry, the continuous destocking of aluminum billets came to an end",https://news.metal.com/newscontent/102853039/Due-to-declining-operating-rate-of-aluminum-extrusion-industry-the-continuous-destocking-of-aluminum-billets-came-to-an-end,2024-07-16,"The nearly month-long continuous destocking has ended, and domestic aluminum billet inventory returned to a three-year high for the same period."
"Aluminum: Inventory has approached 800,000 mt, and the spot market in Guangdong and Shanghai has changed",https://news.metal.com/newscontent/102853027/Aluminum:-Inventory-has-approached-800000-mt-and-the-spot-market-in-Guangdong-and-Shanghai-has-changed,2024-07-16,"At the beginning of July, domestic aluminum ingot inventory was disappointing, currently at a three-year high for the same period."
The secondary aluminum import policy is expected to be adjusted again. A brief analysis of its impact on the market,https://news.metal.com/newscontent/102853017/The-secondary-aluminum-import-policy-is-expected-to-be-adjusted-again-A-brief-analysis-of-its-impact-on-the-market,2024-07-16,"On July 8, the Ministry of Ecology and Environment issued a letter seeking public comments on the ""Announcement on Regulating the Import Management of Secondary Copper and Copper Alloy Raw Materials, Secondary Aluminum Alloy and Aluminum Alloy Raw Materials (Revised Draft for Comments)."""
Aluminum prices likely to move rangebound due to poor demand,https://news.metal.com/newscontent/102853008/Aluminum-prices-likely-to-move-rangebound-due-to-poor-demand-,2024-07-16,"Last week, macroeconomic front remained relatively stable. The US non-farm payrolls growth data was lower than expected, and inflationary pressures eased, strengthening market expectations for a US Fed rate cut."
SMM Aluminum Market Morning Comment (July 16),https://news.metal.com/newscontent/102852998/SMM-Aluminum-Market-Morning-Comment-July-16,2024-07-16,"Overnight, the most-traded SHFE aluminum 2409 contract opened at 19,970 yuan/mt, reaching a high of 20,050 yuan/mt and a low of 19,955 yuan/mt, and closed at 19,955 yuan/mt, down 90 yuan/mt, a decrease of 0.45%."
SMM Morning Comment For SHFE Base Metals On July 15,https://news.metal.com/newscontent/102849233/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-15,2024-07-15,"Last Friday, LME copper opened at $9,802.5/mt, hit a session low of $9,786/mt at the beginning, then climbed all the way up, reaching a session high of $9,881.5/mt at the end of the trading session, and finally closed at $9,877/mt, up by 1.02%. Trading volume reached 20,000 lots, and open interest reached 327,000 lots."
SMM Aluminum Market Morning Comment (July 15),https://news.metal.com/newscontent/102849151/SMM-Aluminum-Market-Morning-Comment-July-15,2024-07-15,"On last Friday night, the most-traded SHFE aluminum 2408 contract opened at 20,055 yuan/mt, reaching a high of 20,095 yuan/mt and a low of 19,925 yuan/mt, and closed at 20,085 yuan/mt, up 15 yuan/mt, an increase of 0.07%."
SMM Morning Comment For SHFE Base Metals On July 12,https://news.metal.com/newscontent/102846615/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-12,2024-07-12,"Overnight, LME copper opened at $9,866.5/mt, initially rose to $9,896.5/mt, then fluctuated downward, hitting a low of $9,764/mt at the end of the trading session, and finally closed at $9,777.5/mt, down 0.82%. Trading volume reached 19,000 lots, and open interest reached 333,000 lots."
SMM Aluminum Market Morning Comment (July 12),https://news.metal.com/newscontent/102846591/SMM-Aluminum-Market-Morning-Comment-July-12,2024-07-12,"Overnight, the most-traded SHFE 2408 aluminum contract opened at 20,250 yuan/mt, with a high of 20,300 yuan/mt, a low of 20,130 yuan/mt, and closed at 20,160 yuan/mt, down 45 yuan/mt from the previous trading day, a decrease of 0.22%."
SMM analysis on June overseas metallurgical-grade alumina output and July forecast,https://news.metal.com/newscontent/102844016/SMM-analysis-on-June-overseas-metallurgical-grade-alumina-output-and-July-forecast,2024-07-11,"In June (30 days), the production of overseas metallurgical-grade alumina was approximately 4.68 million mt, up 0.7% YoY."
SMM analysis on June overseas aluminium output and July forecast,https://news.metal.com/newscontent/102844014/SMM-analysis-on-June-overseas-aluminium-output-and-July-forecast,2024-07-11,"According to SMM, the total overseas aluminium output in June (30 days) was 2.452 million mt, up 1% YoY."
SMM Morning Comment For SHFE Base Metals On July 11,https://news.metal.com/newscontent/102844400/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-11,2024-07-11,"Overnight, LME copper opened at $9,822.5/mt, dipped lower than $9,822.5/mt, then fluctuated upwards to a high of $9,933/mt, before falling back at the end of the trading session to close at $9,858/mt, down 0.17%."
SMM Aluminum Market Morning Comment (July 11),https://news.metal.com/newscontent/102844341/SMM-Aluminum-Market-Morning-Comment-July-11,2024-07-11,"Overnight, the most-traded SHFE 2408 aluminum contract opened at 20,140 yuan/mt, reached a high of 20,265 yuan/mt, a low of 20,140 yuan/mt, and closed at 20,170 yuan/mt, up 70 yuan/mt from the previous trading day, an increase of 0.35%."
SMM analysis on China June alumina output and July forecast,https://news.metal.com/newscontent/102844011/SMM-analysis-on-China-June-alumina-output-and-July-forecast,2024-07-10,"According to SMM, China's metallurgical-grade alumina output in June (30 days) was 6.842 million mt, with an average daily output of 228,100 mt/day, a slight increase of 2,600 mt compared to May."
SMM analysis on China June aluminium output and July forecast,https://news.metal.com/newscontent/102844008/SMM-analysis-on-China-June-aluminium-output-and-July-forecast,2024-07-10,"According to SMM, China's aluminium output in June (30 days) was 3.553 million mt, up 5.56% YoY."
Exclusive: SMM China June Metals Production and July Forecast,https://news.metal.com/newscontent/102843832/Exclusive:-SMM-China-June-Metals-Production-and July-Forecast,2024-07-10,No summary available
How Aluminum Price Fluctuations Impact Various Industries,https://news.metal.com/newscontent/102842677/How-Aluminum-Price-Fluctuations-Impact-Various-Industries,2024-07-10,"Aluminum plays a pivotal role in numerous industries, making its price fluctuations a subject of significant interest. Understanding the dynamics of the aluminum market is essential for businesses and investors alike. This article explores the key factors influencing aluminum prices, historical trends, and the impact of economic policies."
SMM Morning Comment For SHFE Base Metals On July 10,https://news.metal.com/newscontent/102842126/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-10,2024-07-10,"vernight, LME copper opened at $9,927/mt, initially reaching a high of $9,952/mt before declining, hitting a low of $9,819/mt near the end of the trading session, and finally closed at $9,875/mt, down 0.22%."
"SMM aluminum market morning comment Jul 10: US Inflation Pressure Eases, Downstream Consumption Remains Sluggish",https://news.metal.com/newscontent/102842110/SMM-aluminum-market-morning-comment-Jul-10:-US-Inflation-Pressure-Eases-Downstream-Consumption-Remains-Sluggish,2024-07-10,"SHANGHAI, July 10 (SMM) –Overnight, the most-traded SHFE aluminum 2408 contract opened at 20,415 yuan/mt, reaching a high of 20,440 yuan/mt and a low of 20,270 yuan/mt, and closed at 20,300 yuan/mt, down 160 yuan/mt from the previous trading day, a decrease of 0.78%."
SMM Morning Comment For SHFE Base Metals On July 9,https://news.metal.com/newscontent/102839970/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-9,2024-07-09,"Overnight, LME copper opened at $9,965/mt, initially reaching a high of $10,000/mt, then reaching a low of $9,909/mt, and finally closed at $9,917/mt."
SMM Aluminum Market Morning Comment (Jul 9),https://news.metal.com/newscontent/102839954/SMM-Aluminum-Market-Morning-Comment-Jul-9,2024-07-09,"Overnight, the most-traded SHFE 2408 aluminum contract opened at 20,370 yuan/mt, reaching a high of 20,460 yuan/mt and a low of 20,350 yuan/mt, and closed at 20,365 yuan/mt, up 20 yuan/mt from the previous trading day, an increase of 0.10%."
Key Takeaway From 2024 SMM LME Asia Week: Global Metals And New Energy Market Outlook And Supply Trends,https://news.metal.com/newscontent/102839691/Key-Takeaway-From-2024-SMM-LME-Asia-Week:-Global-Metals-And-New-Energy-Market-Outlook-And-Supply-Trends- ,2024-07-08,No summary available
SMM Morning Comment For Aluminum Market July 8,https://news.metal.com/newscontent/102838949/SMM-Morning-Comment-For-Aluminum-Market-July-8,2024-07-08,"Last Friday night, the most-traded SHFE aluminum 2408 contract opened at 20,400 yuan/mt, reached a high of 20,480 yuan/mt, a low of 20,365 yuan/mt, and closed at 20,415 yuan/mt, up 115 yuan/mt from the previous trading day, with a gain of 0.57%."
SMM Morning Comment For SHFE Base Metals On July 8,https://news.metal.com/newscontent/102837627/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-8,2024-07-08,"Last Friday night, LME copper opened at $9,940.5/mt, rose initially to a high of $10,000/mt, then fluctuated downward to a low of $9,929.5/mt, rebounded at the end of the trading session, and finally closed at $9,970/mt, with a gain of 0.85%. Trading volume reached 24,000 lots, and open interest reached 328,000 lots."
"Aluminum extrusion industry operating rate continued to weaken, while aluminium billet conversion margins in south China rose",https://news.metal.com/newscontent/102859521/Aluminum-extrusion-industry-operating-rate-continued-to-weaken-while-aluminium-billet-conversion-margins-in-south-China-rose,2024-07-05,"On the first day of July, due to the slightly better-than-expected destocking speed over the past half month, aluminum billet inventory were no longer at a four-year high for the same period."
"Domestic aluminum ingots inventory still failed to drop in July, and the Guangdong-Shanghai price spread first narrowed and then widened",https://news.metal.com/newscontent/102859519/Domestic-aluminum-ingots-inventory-still-failed-to-drop-in-July-and-the-Guangdong-Shanghai-price-spread-first-narrowed-and-then-widened,2024-07-05,"In July, domestic aluminum ingots inventory still failed to drop. As of July 4, 2024, SMM statistics showed the total social inventory of aluminum ingots at 773,000 mt, (the amount for sale stood at 647,000 mt), up 10,000 mt WoW and 4,000 mt from July 1."
Analysis and outlook of domestic alumina price trends in H1 2024,https://news.metal.com/newscontent/102859510/Analysis-and-outlook-of-domestic-alumina-price-trends-in-H1-2024,2024-07-05,"In H1 2024, alumina prices showed an upward trend. The prices were relatively stable in Q1, while in Q2, they surged significantly and then stabilized."
Aluminum market prices to move rangebound amid weak fundamentals and unstable macro sentiment,https://news.metal.com/newscontent/102859507/Aluminum-market-prices-to-move-rangebound-amid-weak-fundamentals-and-unstable-macro-sentiment-,2024-07-05,"This week, macroeconomic front was stable overall. Although the US ADP employment data led to increased market expectations for a US Fed rate cut, the Fed's stance on rate cuts remains unclear and has not impacted market sentiment."
Southeast Asia's first electric vehicle battery plant inaugurated in Indonesia,https://news.metal.com/newscontent/102836767/Southeast-Asias-first-electric-vehicle-battery-plant-inaugurated-in-Indonesia,2024-07-05,"Indonesia unveiled Southeast Asia's first electric vehicle battery manufacturing facility on July 3, 2024, as a landmark for the region's automotive industry."
SMM Morning Comment For SHFE Base Metals On July 5,https://news.metal.com/newscontent/102835043/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-5,2024-07-05,"Overnight, LME copper opened at $9,874.5/mt, initially rose to a session high of $9,918/mt, then declined to a session low of $9,851/mt, and slightly rebounded by the end of the trading session, closing at $9,886/mt, with a gain of 0.35%. Trading volume reached 14,000 lots, and open interest reached 326,000 lots."
SMM Aluminum Market Morning Comment (July 5),https://news.metal.com/newscontent/102834874/SMM-Aluminum-Market-Morning-Comment-July-5,2024-07-05,"Overnight, the most-traded SHFE 2408 aluminum contract opened at 20,405 yuan/mt, reaching a high of 20,520 yuan/mt and a low of 20,340 yuan/mt, and closed at 20,395 yuan/mt, down 25 yuan/mt or 0.12% from the previous close."
EGA & RECAPP lead aluminium recycling drive surpasses 14000 collections from schools and homes,https://news.metal.com/newscontent/102834538/EGA-RECAPP-lead-aluminium-recycling-drive-surpasses-14000-collections-from-schools-and-homes,2024-07-04,"Since initiating their partnership last year, Emirates Global Aluminium (EGA) and RECAPP, Veolia's digital recycling solution, have completed over 14,000 collections from schools and homes."
SMM: The outlook for a full-scale resumption of domestic bauxite production remains unclear; ore prices may pick up slightly,https://news.metal.com/newscontent/102833782/SMM:-The-outlook-for-a-full-scale-resumption-of-domestic-bauxite-production-remains-unclear-ore-prices-may-pick-up-slightly,2024-07-04,"According to data from June 28, the weekly port arrivals of bauxite at domestic ports totaled 4.1828 million mt, an increase of 808,400 mt from the previous week."
Novelis Inc. names Roberta Soares and Cary Chenanda as Regional Presidents for South and North America,https://news.metal.com/newscontent/102833630/Novelis-Inc-names-Roberta-Soares-and-Cary-Chenanda-as-Regional-Presidents-for-South-and-North-America,2024-07-04,"The world's leading provider of sustainable aluminium solutions and a global leader in aluminium rolling and recycling, Novelis Inc., has announced significant executive leadership appointments to foster global growth and promote aluminium as the preferred material for circular solutions."
Sparklo and KPMG in Qatar celebrate sustainability milestone,https://news.metal.com/newscontent/102832876/Sparklo-and-KPMG-in-Qatar-celebrate-sustainability-milestone,2024-07-04,"Since partnering in late 2023, KPMG in Qatar employees have collected nearly 9,000 plastic bottles and aluminium cans, saving over 1,300 kg of CO2 emissions."
SMM Morning Comment For SHFE Base Metals On July 4,https://news.metal.com/newscontent/102832838/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-4,2024-07-04,"Overnight, LME copper opened at $9,817/mt, with the initial session low at $9,729.5/mt. It then climbed steadily, reaching a session high of $9,912.5/mt by the end of the trading session, before slightly fluctuating and finally closing at $9,852/mt, with a gain of 1.98%. Trading volume reached 24,000 lots, and open interest reached 326,000 lots."
SMM Aluminum Market Morning Comment (July 4),https://news.metal.com/newscontent/102832744/SMM-Aluminum-Market-Morning-Comment-July-4,2024-07-04,"Overnight, the most-traded SHFE aluminum contract 2408 opened at 20,530 yuan/mt, reached a high of 20,550 yuan/mt, a low of 20,475 yuan/mt, and closed at 20,475 yuan/mt, down 15 yuan/mt, a decrease of 0.07%."
Will Indonesia ease its ban on bauxite exports? Seems unlikely.,https://news.metal.com/newscontent/102832596/Will-Indonesia-ease-its-ban-on-bauxite-exports-Seems-unlikely,2024-07-03,No summary available
"The spot market transactions in east and central China were moderate, with a slight narrowing of the discount [SMM Aluminum Spot Market Midday Review]",https://news.metal.com/newscontent/102832112/The-spot-market-transactions-in-east-and-central-China-were-moderate-with-a-slight-narrowing-of-the-discount-[SMM-Aluminum-Spot-Market-Midday-Review],2024-07-03,"This morning, the most-traded SHFE aluminum contract fluctuated upwards after the opening, and rebounded after dipping in the second trading session."
The operating rate of primary aluminum alloy was still supported in the off-season [SMM Analysis],https://news.metal.com/newscontent/102831762/The-operating-rate-of-primary-aluminum-alloy-was-still-supported-in-the-off-season-[SMM-Analysis],2024-07-03,"According to the SMM survey, the operating rate of China's primary aluminum alloy industry in June was 51.88%, up 1.68 percentage points MoM and 8.72 percentage points YoY."
"New Zealand is set to house a new state-of-the-art, multimillion-dollar can manufacturing plant",https://news.metal.com/newscontent/102831031/New-Zealand-is-set-to-house-a-new-state-of-the-art-multimillion-dollar-can-manufacturing-plant,2024-07-03,"Recorp Aluminium, New Zealand's most progressive can-manufacturing company founded and funded by the country's brightest beverage container specialists, is on the brink of launching its $100 million-plus facility into operation in South Auckland."
Chinalco Shandong’s red mud utilisation project attains special recognition for scientific and technological progress,https://news.metal.com/newscontent/102831013/Chinalco-Shandong’s-red-mud-utilisation-project-attains-special-recognition-for-scientific-and-technological-progress,2024-07-03,"In the very recent Science and Technology Award of China Environmental Protection Federation 2023, Chinalco Shandong received prestigious recognition by winning the first prize for its scientific and technological progress in the comprehensive red mud utilisation project ""Green Technology and Engineering Demonstration of Efficient Production of New Powder Materials by Bayer Process Red Mud""."
SMM Morning Comment For SHFE Base Metals On July 3,https://news.metal.com/newscontent/102830717/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-3,2024-07-03,"Overnight, LME copper opened at $9,708.5/mt, peaking at $9,749.5/mt, then declining to a session low of $9,654/mt, and finally closed at $9,660.5/mt, up 0.25%."
SMM Aluminum Market Morning Comment (July 3),https://news.metal.com/newscontent/102830578/SMM-Aluminum-Market-Morning-Comment-July-3,2024-07-03,"Overnight, the most-traded SHFE aluminum contract 2408 opened at 20,440 yuan/mt, reached a high of 20,460 yuan/mt, a low of 20,370 yuan/mt, and closed at 20,375 yuan/mt, down 20 yuan/mt from the previous day, a decrease of 0.1%"
"Domestic aluminum ingots still failed to destock in July, while aluminum billet inventory finally shook off the unfavorable position of the same period. [SMM Analysis]",https://news.metal.com/newscontent/102829836/Domestic-aluminum-ingots-still-failed-to-destock-in-July-while-aluminum-billet-inventory-finally-shook-off-the-unfavorable-position-of-the-same-period-[SMM-Analysis],2024-07-02,"In July, domestic aluminum ingots still failed to destock."
"The aluminium rod market revived, and processing fees have shown signs of recovery [SMM Analysis]",https://news.metal.com/newscontent/102829452/The-aluminium-rod-market-revived-and-processing-fees-have-shown-signs-of-recovery-[SMM-Analysis],2024-07-02,"Last week, the operating rate of leading domestic aluminum wire producers increased by 0.6% to 67.2%."
Achenbach opens new logistics centre in Kreuztal-Kredenbach,https://news.metal.com/newscontent/102828491/Achenbach-opens-new-logistics-centre-in-Kreuztal-Kredenbach,2024-07-02,The machine and system manufacturer from Buschhütten is expanding its logistics centre to increase flexibility and efficiency in supplying customers worldwide.
"Sparklo and Yango partner to offer ride discounts, supporting UAE's ESG goals through recycling",https://news.metal.com/newscontent/102828438/Sparklo-and-Yango-partner-to-offer-ride-discounts-supporting-UAEs-ESG-goals-through-recycling,2024-07-02,"Yango, the international ride-hailing service, has partnered with Sparklo, a global cleantech company revolutionising the recycling industry."
SMM Morning Comment For SHFE Base Metals On July 2,https://news.metal.com/newscontent/102828431/SMM-Morning-Comment-For-SHFE-Base-Metals-On-July-2,2024-07-02,"Overnight, LME copper opened at $9,656/mt, with the initial session seeing a rise in the trading range, peaking at $9,690.5/mt. The price then dipped, hitting a session low of $9,618/mt at the end of trading, and finally closed at $9,636/mt, up 0.52%."
SMM Aluminum Market Morning Comment (July 2),https://news.metal.com/newscontent/102828377/SMM-Aluminum-Market-Morning-Comment-July-2,2024-07-02,"The most-traded SHFE 2408 aluminum contract opened at 20,355 yuan/mt overnight, reaching a high of 20,400 yuan/mt and a low of 20,300 yuan/mt, and closed at 20,315 yuan/mt, down 5 yuan/mt, a decrease of 0.02%."
MRAI's IBS2024 aims to promote circularity and the use of recycled materials to reduce carbon footprints,https://news.metal.com/newscontent/102827914/MRAIs-IBS2024-aims-to-promote-circularity-and-the-use-of-recycled-materials-to-reduce-carbon-footprints,2024-07-01,"The Material Recycling Association of India (MRAI), the leading national recycling association representing the interest of the recycling industry, is committed to achieving circularity in recycling to foster sustainability and a green economy."
Registration is open for Scrap Expo 2024,https://news.metal.com/newscontent/102827907/Registration-is-open-for-Scrap-Expo-2024,2024-07-01,"The Recycling Today Media Group has announced that registration is officially open for Scrap Expo 2024, the metals recycling and auto dismantling industry's only live demonstration event."
The destocking of aluminum billets exceeded expectations,https://news.metal.com/newscontent/102827893/The-destocking-of-aluminum-billets-exceeded-expectations,2024-07-01,"In the past half month, the destocking of domestic aluminium billets slightly exceeded expectations."
Aluminum prices likely to fall amid poor fundamentals,https://news.metal.com/newscontent/102827884/Aluminum-prices-likely-to-fall-amid-poor-fundamentals-,2024-07-01,"The macroeconomic aspect was relatively stable last week, with no significant fluctuations."
SMM Aluminum Market Morning Comment (July 1),https://news.metal.com/newscontent/102826226/SMM-Aluminum-Market-Morning-Comment-July-1,2024-07-01,"Market: The most-traded alumina contract 2408 opened at 3,835 yuan/mt in the night session, reaching a high of 3,844 yuan/mt and a low of 3,798 yuan/mt, and closed at 3,819 yuan/mt, up 24 yuan/mt, an increase of 0.63%."
"Aluminum ingot destocking encountered obstacles, with sufficient supply and spot discount continuing to widen",https://news.metal.com/newscontent/102825407/Aluminum-ingot-destocking-encountered-obstacles-with-sufficient-supply-and-spot-discount-continuing-to-widen,2024-06-28,Destocking faced obstacles again this week.
"Pollution incident reported in Rio Cobre waters, St. Catherine",https://news.metal.com/newscontent/102825306/Pollution-incident-reported-in-Rio-Cobre-waters-St-Catherine,2024-06-28,"The Jamaica Environment Trust (JET) received a disturbing video early on June 24, 2024, showing the greenish-coloured, polluted waters of the Rio Cobre at Zephyrton, St. Catherine."
SMM Morning Comment For SHFE Base Metals On June 28,https://news.metal.com/newscontent/102823660/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-28,2024-06-28,"Overnight, LME copper opened at $9,560/mt, initially fluctuating upwards to a high of $9,610/mt, then declining throughout the session, hitting a low of $9,496/mt near the end of trading, and finally closing at $9,514/mt."
Molten aluminium spill closes I-165 northbound at Fairview Drive overpass in Daviess County,https://news.metal.com/newscontent/102825299/Molten-aluminium-spill-closes-I-165-northbound-at-Fairview-Drive-overpass-in-Daviess-County,2024-06-28,A major incident has closed both northbound and southbound lanes of I-165 at the Fairview Drive overpass.
SMM Aluminum Market Morning Comment (Jun 28),https://news.metal.com/newscontent/102823616/SMM-Aluminum-Market-Morning-Comment-Jun-28,2024-06-28,"Overnight, the most-traded SHFE aluminum contract 2408 opened at 20,235 yuan/mt, reached a high of 20,285 yuan/mt, a low of 20,175 yuan/mt, and closed at 20,195 yuan/mt, down 65 yuan/mt, a decrease of 0.32%."
"2024 SMM Secondary Aluminium Study Tour (Malaysia): WINMEX METAL (MY) CO., LTD.",https://news.metal.com/newscontent/102822843/2024-SMM-Secondary-Aluminium-Study-Tour-Malaysia:-WINMEX-METAL-MY-CO-LTD,2024-06-27,Southeast Asia is an important hub for the transshipment and processing of secondary aluminum raw materials globally.
"Alumina refinery projects make no headway: ESDM Ministry, Indonesia",https://news.metal.com/newscontent/102821653/Alumina-refinery-projects-make-no-headway:-ESDM-Ministry-Indonesia,2024-06-27,The development of Indonesia’s aluminium downstream industry holds substantial promise despite the slow progress seen in recent years.
Alcoa makes first EcoSource® non-metallurgical alumina (NMA) sales,https://news.metal.com/newscontent/102821595/Alcoa-makes-first-EcoSource®-non-metallurgical-alumina-NMA-sales,2024-06-27,"Following the launch of EcoSource NMA in 2022, Alcoa has made its first sales of EcoSource non-metallurgical alumina (NMA) with six customers between 2023 and 2024."
SMM Morning Comment For SHFE Base Metals On June 27,https://news.metal.com/newscontent/102821517/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-27,2024-06-27,"Overnight LME copper opened at $9556 /mt, touching a low of $9508/mt during the session, and finally closed at 9595 /mt at the end of the session, with a trading volume of 21,000 lots and a position of 326,000 lots."
SMM Aluminum Market Morning Comment (June 27),https://news.metal.com/newscontent/102821424/SMM-Aluminum-Market-Morning-Comment-June-27,2024-06-27,"The overnight SHFE 2408 most-traded aluminum contract opened at 20,320 yuan/mt, with a high of 20,380 yuan/mt, a low of 20,250 yuan/mt, and closed at 20,300 yuan/mt, up 70 yuan/mt, an increase of 0.35%."
"Red mud storage has become a big headache amid rapidly expanding alumina capacity in China, the world’s top alumina producer",https://news.metal.com/newscontent/102820818/Red-mud-storage-has-become-a-big-headache-amid-rapidly-expanding-alumina-capacity-in-China-the-world’s-top-alumina-producer-,2024-06-26,"China is the world's largest producer of alumina, but the issue of red mud (also known as bauxite tailings) disposal has always been a major concern."
Pick-up from warehouses increased but inventory accumulated! What is hindering the destocking of domestic aluminum ingots? [SMM Analysis],https://news.metal.com/newscontent/102820672/Pick-up-from-warehouses-increased-but-inventory-accumulated-What-is-hindering-the-destocking-of-domestic-aluminum-ingots-[SMM-Analysis],2024-06-26,"This year, the performance of domestic aluminum ingot inventory always seems to be ""short-lived,"" as destocking faced obstacles again."
"Aluminum foil exports in May met expectations, with a risk of decline after August [SMM Analysis]",https://news.metal.com/newscontent/102820321/Aluminum-foil-exports-in-May-met-expectations-with-a-risk-of-decline-after-August-[SMM-Analysis],2024-06-26,"Customs data shows that in May 2024, China's aluminum foil exports reached 130,100 mt, up 7% MoM and 15% YoY."
GNA alutech inc. is now fully owned by EBNER GROUP,https://news.metal.com/newscontent/102820105/GNA-alutech-inc-is-now-fully-owned-by-EBNER-GROUP,2024-06-26,"EBNER GROUP, a global leader in melting, casting, and heat treatment solutions for the aluminium industry with the companies EBNER, ETS, EED, Gautschi, TPS, Hazelett, HPI and GNA have increased their stake in GNA alutech inc. to 100 per cent."
Craftsman Automation eyes major aluminium die-casting business acquisition deal,https://news.metal.com/newscontent/102820083/Craftsman-Automation-eyes-major-aluminium-die-casting-business-acquisition-deal,2024-06-26,"On June 24, 2024, India-based Craftsman Automation Limited announced signing a Memorandum of Understanding (MoU) with Sunbeam Lightweighting Solutions Private Limited and Kedaara Capital Fund II LLP."
SMM Morning Comment For SHFE Base Metals On June 26,https://news.metal.com/newscontent/102819356/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-26,2024-06-26,"Overnight, LME copper opened at $9,656/mt, initially reaching a high of $9,656/mt before declining throughout the session."
SMM Aluminum Market Morning Comment (Jun 26),https://news.metal.com/newscontent/102819260/SMM-Aluminum-Market-Morning-Comment-Jun-26,2024-06-26,"Overnight, the most-traded SHFE aluminum contract 2408 opened at 20,255 yuan/mt, reached a high of 20,345 yuan/mt, a low of 20,250 yuan/mt, and closed at 20,255 yuan/mt, down 105 yuan/mt, a decrease of 0.52%."
Indiana Secretary of State Diego Morales explores Novelis aluminium facility in Terre Haute,https://news.metal.com/newscontent/102817189/Indiana-Secretary-of-State-Diego-Morales-explores-Novelis-aluminium-facility-in-Terre-Haute,2024-06-25,"Secretary of State Diego Morales recently visited the Novelis aluminium production and recycling plant in Terre Haute, Indiana."
SMM Morning Comment For SHFE Base Metals On June 25,https://news.metal.com/newscontent/102817170/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-25,2024-06-25,"Overnight, LME copper opened at $9,673/mt, reaching a high of $9,728/mt, then touching a low of $9,640.5/mt, and finally closed at $9,644/mt, down 0.37%."
AL Biz expands clientele: Welcomes Zhengzhou Silverstone into the circle of 2100+ B2B aluminium sellers,https://news.metal.com/newscontent/102817143/AL-Biz-expands-clientele:-Welcomes-Zhengzhou-Silverstone-into-the-circle-of-2100-B2B-aluminium-sellers,2024-06-25,"Established in 2011, Zhengzhou Silverstone has earned the title of reputable trading company specializing in semi-finished aluminium products."
SMM Aluminum Market Morning Comment (Jun 25),https://news.metal.com/newscontent/102817122/SMM-Aluminum-Market-Morning-Comment-Jun-25,2024-06-25,"Overnight, the most-traded SHFE aluminum contract 2408 opened at 20,395 yuan/mt, reaching a high of 20,470 yuan/mt and a low of 20,330 yuan/mt, and closed at 20,350 yuan/mt, down 45 yuan/mt, a decrease of 0.22%."
China Hongqiao unveils Hongqiao Smart Aluminium AI Project in strategic collaboration,https://news.metal.com/newscontent/102816765/China-Hongqiao-unveils-Hongqiao-Smart-Aluminium-AI-Project-in-strategic-collaboration,2024-06-24,"China Hongqiao, a global leader in aluminium production with an annual capacity exceeding 6 million tonnes, is proud to announce the launch of the groundbreaking Hongqiao Smart Aluminium AI & L Model Development Project."
Upstream Aluminium Weekly Recap: Sarawak discovers valuable mineral assets; World primary aluminium output achieves a new high,https://news.metal.com/newscontent/102816753/Upstream-Aluminium-Weekly-Recap:-Sarawak-discovers-valuable-mineral-assets-World-primary-aluminium-output-achieves-a-new-high,2024-06-24,"The upstream aluminium sector, encompassing bauxite, alumina, and primary aluminium) recorded some significant milestones this week in terms of production, trading, inventories, and market developments."
